PARTICIPANT_ID,files,MEAN_DWELL_CONFIDENT_MS,MEAN_FLIGHT_CONFIDENT_MS,MEAN_DWELL_UNCONFIDENT_MS,MEAN_FLIGHT_UNCONFIDENT_MS
64e8b6f73929dae22fc25705,8,99.53974200072415,300.25818400616856,97.83602358083385,143.37255835888647
6527f153bea7b2d7c0d556e4,8,950.3588776921472,184.6862418629304,92.27078172571477,120.62448550485009
6538097b8793d9b90adc4667,8,85.94308904272665,142.6805651089107,89.00938326719577,128.4219990079365
65a3ec77f674ac3e98f0c6ac,8,91.88673967814593,230.58053088115588,380.1197288210156,239.9588244047619
65a3f4da297bacfcc92dead2,8,215.2618343065893,232.41405841586248,110.16867394179894,158.07739112739114
65c7b42c1c15b1064e26f265,8,151.23419913419914,71.6986111111111,151.23419913419914,71.6986111111111
65cf6d8a589a67afcab54e6f,8,435.4784944010935,449.6200239748677,93.81468156707126,191.80484375
65eafe348dd7dad3b69be921,8,811.5394084457109,325.33223100127947,118.84027797461579,178.76438583324745
65f03cac071873738667ccbb,8,561.7161069103885,218.58041923161716,692.3222653846759,278.0429469407536
65f1ee12589aa15061efa22a,8,368.0898162498718,241.75077981592722,621.3281069331576,269.04488229051424
65f333c755d191fcd18fa279,8,122.17805638975165,156.6785230427641,110.36252932952513,112.7620182273084
65fb34c4df61f03ce0dd6dd9,8,84.38335556886896,195.6111995919254,87.18452083955317,217.9790474411762
65fc95c627592d85499ae358,8,91.41974128542734,204.49320649837878,92.28484142015392,197.48797480263474
65fda4aa45ba55e983e2a2d9,8,370.13111045075925,334.1572094671202,111.24643124266024,262.97611925111926
6614435124bf16e7a24f9662,8,94.15547201847426,263.99885536916787,88.23914141414141,1318.8788194444444
661564c766603e80ca4c3184,8,191.30099290818382,156.5881496888528,88.2369957010582,88.79065934065933
663068f52490bf6d13f95968,8,125.60105307971266,107.08844313940202,328.18862092789703,112.32331025707384
66321cfc446914f3b199e193,8,362.587470876954,294.19321202352495,401.43341999873246,255.71734948398552
663378460f834e9670d1508c,8,136.9503146060289,258.6640181244652,154.8007556805938,282.74644969638956
6635344fb4ae723326e3ce04,8,94.75384274290525,331.5711992521368,101.44791666666667,247.43229166666669
6643495b44af166c626762cd,8,101.63678597947246,177.2396284511048,93.73675824527726,222.2312971263629
664b44d8a11f1bcbba9e0494,8,83.89614958305583,214.2440742243867,87.60216112012986,141.60800853934077
664c8dd7baa052f7b1e88417,8,58.545574044011545,279.66191863898337,56.53626732261641,438.9658022186147
664e413a5f3eb7f99d90e15b,8,117.90850973749136,382.28101374561345,115.73425439172468,353.98956433972717
664fa86722f5339adebd32ec,8,348.41312047511985,377.0089307243791,109.29720233470233,574.8975665266107
666f76b68b89442817be678a,8,110.31485615079366,815.9447916666667,96.04578338328338,563.9165313852814
6672bf56d51710391ce2164d,8,967.7629039838348,117.89690261788476,126.77810802045178,84.98802534271285
6672fea3fe6378e257b6ef25,8,2054.0685070670893,258.591668049413,484.4335241319774,443.73814684370313
6679a3b7cb020a6e4728eac5,8,143.8680210772473,112.72300346837886,253.42243605237135,163.535296161693
66986ab71f2b54203f26ad32,8,251.85024451986507,295.0934961219336,102.8501884920635,332.92322916666666
66b4f89242c0ff3aab8f8774,8,339.93027445395245,109.65109249954838,86.60672588589529,93.87538938492064
66bb6b7e0ccbed81f3ed30a8,8,116.54512638375735,289.6799597587432,69.80704778439153,295.10286467005216
6702f60844f21087e0840e3d,8,137.47575709072274,161.3463888155998,181.3668727347445,163.32669012071423
6725030a6ee43d8130ceefc5,8,101.08728172831546,199.657248586518,95.84924719887955,274.30600251558957
6725c4a8e3ab0787551acf38,8,116.3350262530851,403.24618143595825,564.5947644916066,442.0138359889179
67356f7cf6ff16fe3322a837,8,145.31894999711923,247.77976259944376,148.61928453947368,285.38080000575405
673d0377254c407e5da57f97,8,98.9148079004329,180.31747023809524,97.11795209998336,130.18554197994987
673f7365f63a4a3036aae1f2,8,127.39307788724196,234.8066938317047,135.03630301236655,193.8549882615083
67430c9cce2366e644146584,8,229.4641372038241,149.04284924974263,97.09514025639496,114.31849425376211
67450bce7a49cb1c784dcc2b,8,130.095186553691,160.39463834776336,113.90464830308579,110.7617258898509
676797a573d3cbf6add72f02,8,169.1806031859194,251.55517676767676,122.48186050061051,217.05045226423903
67709b0a96dcc9c2a7b0a06e,8,121.71255652551936,373.64235100318825,96.38344005531505,214.2684474206349
67acbb030811018b016dcaf7,8,130.27751215213445,141.9204588260544,130.82060472389713,119.03179563492063
67bb91a04f5f96b7ac52242d,8,77.80865925567808,223.83141322273963,76.08833268155747,241.63569727891155
67d01f812bf82a710cd2193f,8,90.1178444789111,450.6106115032454,74.74850064204975,388.7351217763718
67d80b3db0cac8b1bd982fb2,8,69.55592096560846,456.4987054612055,76.9640837585034,194.92422524565382
